Bldg City,Bldg State,Bldg Status,Property Type,Total Parking Spaces,Owned/Leased
ORLAND PARK,IL,ACTIVE,BUILDING,0,LEASED
PEORIA,IL,ACTIVE,BUILDING,47,LEASED
SCHILLER PARK,IL,ACTIVE,BUILDING,204,LEASED
MOLINE,IL,ACTIVE,BUILDING,4,LEASED
MT PROSPECT,IL,ACTIVE,BUILDING,83,LEASED
MATTESON,IL,ACTIVE,BUILDING,13,LEASED
ROCKFORD,IL,ACTIVE,BUILDING,13,LEASED
JOLIET,IL,ACTIVE,BUILDING,65,LEASED
DES PLAINES,IL,ACTIVE,BUILDING,0,LEASED
WESTCHESTER,IL,ACTIVE,BUILDING,43,LEASED
SPRINGFIELD,IL,ACTIVE,BUILDING,43,LEASED
CHICAGO,IL,ACTIVE,BUILDING,1,LEASED
CHICAGO,IL,ACTIVE,BUILDING,2,LEASED
PEORIA,IL,ACTIVE,BUILDING,10,LEASED
WILLOWBROOK,IL,ACTIVE,BUILDING,38,LEASED
O FALLON,IL,ACTIVE,BUILDING,130,LEASED
CHICAGO,IL,ACTIVE,STRUCTURE,109,LEASED
JOLIET,IL,ACTIVE,BUILDING,7,LEASED
ROSEMONT,IL,ACTIVE,BUILDING,180,LEASED
CHICAGO,IL,ACTIVE,BUILDING,3,LEASED
CHICAGO,IL,ACTIVE,BUILDING,3,LEASED
CHICAGO,IL,ACTIVE,BUILDING,2,LEASED
BURR RIDGE,IL,ACTIVE,BUILDING,229,LEASED
OAKBROOK TERRACE,IL,ACTIVE,BUILDING,16,LEASED
CHICAGO,IL,ACTIVE,BUILDING,80,LEASED
CHICAGO,IL,ACTIVE,BUILDING,6,LEASED
CHICAGO,IL,ACTIVE,BUILDING,153,LEASED
CHICAGO,IL,ACTIVE,BUILDING,4,LEASED
ROCKFORD,IL,ACTIVE,BUILDING,24,LEASED
WEST CHICAGO,IL,ACTIVE,BUILDING,0,LEASED
CHICAGO,IL,ACTIVE,BUILDING,75,LEASED
SPRINGFIELD,IL,ACTIVE,BUILDING,5,LEASED
LAKE BLUFF,IL,ACTIVE,BUILDING,8,LEASED
ROLLING MEADOWS,IL,ACTIVE,STRUCTURE,0,LEASED
WEST CHICAGO,IL,ACTIVE,BUILDING,0,LEASED
CHICAGO,IL,ACTIVE,BUILDING,3,LEASED
JOLIET,IL,ACTIVE,BUILDING,4,LEASED
CHICAGO,IL,ACTIVE,BUILDING,0,LEASED
O FALLON,IL,ACTIVE,BUILDING,19,LEASED
LITCHFIELD,IL,ACTIVE,BUILDING,9,LEASED
MARION,IL,ACTIVE,BUILDING,56,LEASED
WHEELING,IL,ACTIVE,BUILDING,4,LEASED
AURORA,IL,ACTIVE,BUILDING,7,LEASED
GRANITE CITY,IL,ACTIVE,BUILDING,1,LEASED
ROCKFORD,IL,ACTIVE,BUILDING,3,LEASED
PEORIA,IL,ACTIVE,BUILDING,1,LEASED
CHAMPAIGN,IL,ACTIVE,BUILDING,18,LEASED
FORT WAYNE,IN,ACTIVE,BUILDING,98,OWNED
INDIANAPOLIS,IN,ACTIVE,BUILDING,77,OWNED
LAFAYETTE,IN,ACTIVE,BUILDING,21,OWNED
SOUTH BEND,IN,ACTIVE,BUILDING,29,OWNED
NEW ALBANY,IN,ACTIVE,BUILDING,22,OWNED
EVANSVILLE,IN,ACTIVE,BUILDING,37,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,464,OWNED
HAMMOND,IN,ACTIVE,BUILDING,310,OWNED
INDIANAPOLIS,IN,ACTIVE,BUILDING,0,OWNED
JEFFERSONVILLE,IN,ACTIVE,LAND,0,LEASED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,330,OWNED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,0,OWNED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,66,OWNED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,0,OWNED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,1036,OWNED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,146,OWNED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,105,OWNED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,105,OWNED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,21,OWNED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,0,OWNED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,6,OWNED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,0,OWNED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,0,OWNED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,0,OWNED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,0,OWNED
JEFFERSONVILLE,IN,ACTIVE,STRUCTURE,0,OWNED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,0,OWNED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,0,OWNED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,0,OWNED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,0,OWNED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,0,OWNED
JEFFERSONVILLE,IN,ACTIVE,BUILDING,0,OWNED
HAMMOND,IN,ACTIVE,BUILDING,0,OWNED
HAMMOND,IN,ACTIVE,BUILDING,0,OWNED
HAMMOND,IN,ACTIVE,BUILDING,0,OWNED
HAMMOND,IN,ACTIVE,BUILDING,0,OWNED
HAMMOND,IN,ACTIVE,BUILDING,0,OWNED
HAMMOND,IN,ACTIVE,BUILDING,0,OWNED
HAMMOND,IN,ACTIVE,BUILDING,0,OWNED
HAMMOND,IN,ACTIVE,BUILDING,0,OWNED
HAMMOND,IN,ACTIVE,BUILDING,0,OWNED
NEW HAVEN,IN,EXCESS,BUILDING,0,OWNED
NEW HAVEN,IN,EXCESS,BUILDING,0,OWNED
NEW HAVEN,IN,EXCESS,BUILDING,0,OWNED
NEW HAVEN,IN,EXCESS,BUILDING,0,OWNED
NEW HAVEN,IN,EXCESS,BUILDING,0,OWNED
NEW HAVEN,IN,EXCESS,BUILDING,0,OWNED
NEW HAVEN,IN,EXCESS,BUILDING,0,OWNED
NEW HAVEN,IN,EXCESS,BUILDING,0,OWNED
NEW HAVEN,IN,EXCESS,BUILDING,0,OWNED
NEW HAVEN,IN,EXCESS,BUILDING,0,OWNED
NEW HAVEN,IN,EXCESS,BUILDING,0,OWNED
NEW HAVEN,IN,EXCESS,BUILDING,0,OWNED
NEW HAVEN,IN,EXCESS,BUILDING,0,OWNED
SOUTH BEND,IN,ACTIVE,BUILDING,0,LEASED
ELKHART,IN,ACTIVE,BUILDING,48,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,54,LEASED
MUNCIE,IN,ACTIVE,BUILDING,0,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,58,LEASED
SOUTH BEND,IN,ACTIVE,BUILDING,71,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,0,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,41,LEASED
FORT WAYNE,IN,ACTIVE,BUILDING,16,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,9,LEASED
OAKLAND CITY,IN,ACTIVE,BUILDING,8,LEASED
GRIFFITH,IN,ACTIVE,BUILDING,14,LEASED
CARMEL,IN,ACTIVE,BUILDING,0,LEASED
BLOOMINGTON,IN,ACTIVE,BUILDING,30,LEASED
SOUTH BEND,IN,ACTIVE,BUILDING,4,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,40,OWNED
MERRILLVILLE,IN,ACTIVE,BUILDING,25,LEASED
SOUTH BEND,IN,ACTIVE,BUILDING,66,LEASED
MUNCIE,IN,ACTIVE,BUILDING,39,LEASED
MADISON,IN,ACTIVE,BUILDING,29,LEASED
AUBURN,IN,ACTIVE,BUILDING,29,LEASED
BLOOMINGTON,IN,ACTIVE,BUILDING,4,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,30,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,6,LEASED
VALPARAISO,IN,ACTIVE,BUILDING,2,LEASED
HAMMOND,IN,ACTIVE,BUILDING,38,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,23,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,5,LEASED
VINCENNES,IN,ACTIVE,BUILDING,47,LEASED
SOUTH BEND,IN,ACTIVE,BUILDING,55,LEASED
MICHIGAN CITY,IN,ACTIVE,BUILDING,20,LEASED
FORT WAYNE,IN,ACTIVE,BUILDING,9,LEASED
RICHMOND,IN,ACTIVE,BUILDING,37,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,14,LEASED
LAFAYETTE,IN,ACTIVE,BUILDING,39,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,8,LEASED
MERRILLVILLE,IN,ACTIVE,BUILDING,86,LEASED
MERRILLVILLE,IN,ACTIVE,BUILDING,78,LEASED
BLOOMINGTON,IN,ACTIVE,BUILDING,0,LEASED
ANDERSON,IN,ACTIVE,BUILDING,50,LEASED
CARMEL,IN,ACTIVE,BUILDING,8,LEASED
GARY,IN,ACTIVE,BUILDING,82,LEASED
COLUMBUS,IN,ACTIVE,BUILDING,42,LEASED
GREENWOOD,IN,ACTIVE,BUILDING,65,LEASED
TERRE HAUTE,IN,ACTIVE,BUILDING,50,LEASED
MARION,IN,ACTIVE,BUILDING,36,LEASED
FORT WAYNE,IN,ACTIVE,BUILDING,80,LEASED
FRANKLIN,IN,ACTIVE,BUILDING,3,LEASED
TERRE HAUTE,IN,ACTIVE,BUILDING,15,LEASED
LAFAYETTE,IN,ACTIVE,BUILDING,5,LEASED
VINCENNES,IN,ACTIVE,BUILDING,40,LEASED
GARY,IN,ACTIVE,BUILDING,6,LEASED
SOUTH BEND,IN,ACTIVE,BUILDING,10,LEASED
BLOOMINGTON,IN,ACTIVE,BUILDING,41,LEASED
EVANSVILLE,IN,ACTIVE,BUILDING,2,LEASED
FORT WAYNE,IN,ACTIVE,BUILDING,2,LEASED
SOUTH BEND,IN,ACTIVE,BUILDING,6,LEASED
MERRILLVILLE,IN,ACTIVE,BUILDING,40,LEASED
CARMEL,IN,ACTIVE,BUILDING,0,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,0,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,30,LEASED
NEW ALBANY,IN,ACTIVE,BUILDING,50,LEASED
FORT WAYNE,IN,ACTIVE,BUILDING,68,LEASED
GARY,IN,ACTIVE,BUILDING,0,LEASED
SOUTH BEND,IN,ACTIVE,BUILDING,0,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,602,LEASED
MERRILLVILLE,IN,ACTIVE,BUILDING,20,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,2,LEASED
VALPARAISO,IN,ACTIVE,BUILDING,33,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,65,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,6,LEASED
TERRE HAUTE,IN,ACTIVE,BUILDING,19,LEASED
TERRE HAUTE,IN,ACTIVE,BUILDING,3,LEASED
CRAWFORDSVILLE,IN,ACTIVE,BUILDING,27,LEASED
KOKOMO,IN,ACTIVE,BUILDING,38,LEASED
EVANSVILLE,IN,ACTIVE,BUILDING,61,LEASED
EVANSVILLE,IN,ACTIVE,BUILDING,44,LEASED
FORT WAYNE,IN,ACTIVE,BUILDING,3,LEASED
LAFAYETTE,IN,ACTIVE,BUILDING,0,LEASED
COLUMBUS,IN,ACTIVE,BUILDING,1,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,100,LEASED
MUNCIE,IN,ACTIVE,BUILDING,3,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,0,LEASED
COLUMBUS,IN,ACTIVE,BUILDING,0,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,14,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,11,LEASED
INDIANAPOLIS,IN,ACTIVE,STRUCTURE,77,LEASED
GREENWOOD,IN,ACTIVE,BUILDING,2,LEASED
VALPARAISO,IN,ACTIVE,BUILDING,108,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,186,LEASED
BLOOMINGTON,IN,ACTIVE,BUILDING,6,LEASED
EVANSVILLE,IN,ACTIVE,BUILDING,3,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,70,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,4,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,7,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,4,LEASED
INDIANAPOLIS,IN,ACTIVE,BUILDING,122,LEASED
SOUTH BEND,IN,ACTIVE,BUILDING,4,LEASED
PORTER,IN,ACTIVE,BUILDING,0,LEASED
INDIANAPOLIS,IN,ACTIVE,STRUCTURE,0,LEASED
MOORESVILLE,IN,ACTIVE,BUILDING,10,LEASED
NOBLESVILLE,IN,ACTIVE,BUILDING,3,LEASED
FORT WAYNE,IN,ACTIVE,BUILDING,2,LEASED
BAY CITY,MI,ACTIVE,BUILDING,11,LEASED
DETROIT,MI,ACTIVE,BUILDING,19,OWNED
FLINT,MI,ACTIVE,BUILDING,41,OWNED
KALAMAZOO,MI,ACTIVE,BUILDING,44,OWNED
LANSING,MI,ACTIVE,BUILDING,146,OWNED
MARQUETTE,MI,ACTIVE,BUILDING,7,LEASED
PORT HURON,MI,ACTIVE,BUILDING,13,OWNED
ANN ARBOR,MI,ACTIVE,BUILDING,93,OWNED
DETROIT,MI,ACTIVE,BUILDING,0,OWNED
DETROIT,MI,ACTIVE,STRUCTURE,216,OWNED
GRAND RAPIDS,MI,ACTIVE,BUILDING,178,OWNED
DETROIT,MI,ACTIVE,LAND,244,OWNED
SAULT STE MARIE,MI,ACTIVE,BUILDING,0,OWNED
DETROIT,MI,ACTIVE,BUILDING,114,OWNED
SAGINAW,MI,ACTIVE,BUILDING,61,OWNED
DETROIT,MI,ACTIVE,BUILDING,0,OWNED
DETROIT,MI,ACTIVE,BUILDING,10,OWNED
DETROIT,MI,ACTIVE,BUILDING,0,OWNED
DETROIT,MI,ACTIVE,BUILDING,0,OWNED
BATTLE CREEK,MI,ACTIVE,BUILDING,173,OWNED
BATTLE CREEK,MI,ACTIVE,BUILDING,0,OWNED
BATTLE CREEK,MI,ACTIVE,BUILDING,920,OWNED
BATTLE CREEK,MI,ACTIVE,BUILDING,0,OWNED
BATTLE CREEK,MI,ACTIVE,BUILDING,0,OWNED
BATTLE CREEK,MI,ACTIVE,BUILDING,0,OWNED
BATTLE CREEK,MI,ACTIVE,BUILDING,0,OWNED
BATTLE CREEK,MI,ACTIVE,BUILDING,4,OWNED
BATTLE CREEK,MI,ACTIVE,STRUCTURE,0,OWNED
BATTLE CREEK,MI,ACTIVE,STRUCTURE,0,OWNED
BATTLE CREEK,MI,ACTIVE,BUILDING,0,OWNED
BATTLE CREEK,MI,ACTIVE,BUILDING,0,OWNED
BATTLE CREEK,MI,ACTIVE,BUILDING,0,OWNED
BATTLE CREEK,MI,ACTIVE,BUILDING,0,OWNED
BATTLE CREEK,MI,ACTIVE,BUILDING,0,OWNED
BATTLE CREEK,MI,ACTIVE,BUILDING,0,OWNED
BATTLE CREEK,MI,ACTIVE,BUILDING,0,OWNED
BATTLE CREEK,MI,ACTIVE,BUILDING,0,OWNED
BATTLE CREEK,MI,ACTIVE,BUILDING,0,OWNED
BATTLE CREEK,MI,ACTIVE,BUILDING,0,OWNED
BATTLE CREEK,MI,ACTIVE,BUILDING,0,OWNED
DETROIT,MI,ACTIVE,BUILDING,154,OWNED
DETROIT,MI,ACTIVE,BUILDING,20,OWNED
DETROIT,MI,ACTIVE,STRUCTURE,0,OWNED
SAULT STE MARIE,MI,ACTIVE,BUILDING,0,OWNED
DETROIT,MI,ACTIVE,BUILDING,15,OWNED
DETROIT,MI,ACTIVE,STRUCTURE,852,OWNED
DETROIT,MI,ACTIVE,BUILDING,0,LEASED
LUDINGTON,MI,ACTIVE,BUILDING,35,LEASED
TROY,MI,ACTIVE,BUILDING,0,LEASED
MARQUETTE,MI,ACTIVE,BUILDING,22,LEASED
BATTLE CREEK,MI,ACTIVE,BUILDING,4,LEASED
GRAND RAPIDS,MI,ACTIVE,BUILDING,24,LEASED
DETROIT,MI,ACTIVE,BUILDING,75,LEASED
WYOMING,MI,ACTIVE,BUILDING,0,LEASED
HIGHLAND PARK,MI,ACTIVE,BUILDING,90,LEASED
DETROIT,MI,ACTIVE,BUILDING,378,LEASED
FARMINGTON HILLS,MI,ACTIVE,BUILDING,6,LEASED
OAK PARK,MI,ACTIVE,BUILDING,80,LEASED
REDFORD TOWNSHIP,MI,ACTIVE,BUILDING,68,LEASED
EMPIRE,MI,ACTIVE,BUILDING,0,LEASED
LANSING,MI,ACTIVE,BUILDING,12,LEASED
ST JOSEPH,MI,ACTIVE,BUILDING,0,LEASED
FREELAND,MI,ACTIVE,BUILDING,0,LEASED
TROY,MI,ACTIVE,BUILDING,0,LEASED
FLINT,MI,ACTIVE,BUILDING,36,LEASED
TRAVERSE CITY,MI,ACTIVE,BUILDING,1,LEASED
MARQUETTE,MI,ACTIVE,BUILDING,20,LEASED
ADRIAN,MI,ACTIVE,BUILDING,29,LEASED
TRAVERSE CITY,MI,ACTIVE,BUILDING,13,LEASED
LIVONIA,MI,ACTIVE,BUILDING,0,LEASED
TROY,MI,ACTIVE,BUILDING,12,LEASED
CLINTON,MI,ACTIVE,BUILDING,29,LEASED
GROSSE POINTE,MI,ACTIVE,BUILDING,57,LEASED
BAY CITY,MI,ACTIVE,BUILDING,8,LEASED
MARQUETTE,MI,ACTIVE,BUILDING,7,LEASED
DETROIT,MI,ACTIVE,BUILDING,131,LEASED
PORT HURON,MI,ACTIVE,BUILDING,2,LEASED
GRAND RAPIDS,MI,ACTIVE,BUILDING,53,LEASED
DETROIT,MI,ACTIVE,BUILDING,133,LEASED
FLINT,MI,ACTIVE,BUILDING,15,LEASED
BAY CITY,MI,ACTIVE,BUILDING,15,LEASED
DETROIT,MI,ACTIVE,BUILDING,15,LEASED
EAST LANSING,MI,ACTIVE,BUILDING,20,LEASED
GRAND RAPIDS,MI,ACTIVE,BUILDING,0,LEASED
LIVONIA,MI,ACTIVE,BUILDING,8,LEASED
ANN ARBOR,MI,ACTIVE,BUILDING,4,LEASED
ANN ARBOR,MI,ACTIVE,BUILDING,300,LEASED
DEARBORN,MI,ACTIVE,BUILDING,40,LEASED
BENTON HARBOR,MI,ACTIVE,BUILDING,50,LEASED
EAST LANSING,MI,ACTIVE,BUILDING,11,LEASED
BARAGA,MI,ACTIVE,BUILDING,0,LEASED
SAGINAW,MI,ACTIVE,BUILDING,0,LEASED
DETROIT,MI,ACTIVE,STRUCTURE,200,LEASED
BAY CITY,MI,ACTIVE,BUILDING,23,LEASED
CLINTON TOWNSHIP,MI,ACTIVE,BUILDING,11,LEASED
TRAVERSE CITY,MI,ACTIVE,BUILDING,0,LEASED
FLINT,MI,ACTIVE,BUILDING,9,LEASED
TROY,MI,ACTIVE,BUILDING,0,LEASED
REDFORD,MI,ACTIVE,BUILDING,0,LEASED
OKEMOS,MI,ACTIVE,BUILDING,5,LEASED
DETROIT,MI,ACTIVE,BUILDING,65,LEASED
LAKE ORION,MI,ACTIVE,BUILDING,30,LEASED
FLINT,MI,ACTIVE,BUILDING,65,LEASED
HOLLAND,MI,ACTIVE,BUILDING,41,LEASED
DETROIT,MI,ACTIVE,BUILDING,27,LEASED
BATTLE CREEK,MI,ACTIVE,BUILDING,40,LEASED
EAST LANSING,MI,ACTIVE,BUILDING,24,LEASED
BAY CITY,MI,ACTIVE,BUILDING,15,LEASED
PONTIAC,MI,ACTIVE,BUILDING,80,LEASED
EAST LANSING,MI,ACTIVE,BUILDING,15,LEASED
PETOSKEY,MI,ACTIVE,BUILDING,14,LEASED
MOUNT PLEASANT,MI,ACTIVE,BUILDING,34,LEASED
DETROIT,MI,ACTIVE,BUILDING,54,LEASED
DETROIT,MI,ACTIVE,BUILDING,155,LEASED
LANSING,MI,ACTIVE,BUILDING,81,LEASED
ALPENA,MI,ACTIVE,BUILDING,15,LEASED
HOUGHTON,MI,ACTIVE,BUILDING,15,LEASED
CADILLAC,MI,ACTIVE,BUILDING,13,LEASED
BIG RAPIDS,MI,ACTIVE,BUILDING,21,LEASED
DETROIT,MI,ACTIVE,BUILDING,51,LEASED
ROMULUS,MI,ACTIVE,BUILDING,34,LEASED
GRAND RAPIDS,MI,ACTIVE,BUILDING,16,LEASED
BATTLE CREEK,MI,ACTIVE,STRUCTURE,114,LEASED
FARMINGTON HILLS,MI,ACTIVE,BUILDING,80,LEASED
DETROIT,MI,ACTIVE,BUILDING,0,LEASED
LIVONIA,MI,ACTIVE,BUILDING,33,LEASED
EAST LANSING,MI,ACTIVE,BUILDING,12,LEASED
DETROIT,MI,ACTIVE,BUILDING,66,LEASED
LANSING,MI,ACTIVE,BUILDING,24,LEASED
GRAND RAPIDS,MI,ACTIVE,BUILDING,6,LEASED
OKEMOS,MI,ACTIVE,BUILDING,5,LEASED
INKSTER,MI,ACTIVE,BUILDING,53,LEASED
EAST LANSING,MI,ACTIVE,BUILDING,65,LEASED
ALPENA,MI,ACTIVE,BUILDING,2,LEASED
KALAMAZOO,MI,ACTIVE,BUILDING,60,LEASED
OWOSSO,MI,ACTIVE,BUILDING,18,LEASED
MONROE,MI,ACTIVE,BUILDING,25,LEASED
GRAND RAPIDS,MI,ACTIVE,BUILDING,15,LEASED
IRONWOOD,MI,ACTIVE,BUILDING,2,LEASED
ESCANABA,MI,ACTIVE,BUILDING,2,LEASED
CALUMET,MI,ACTIVE,BUILDING,2,LEASED
GWINN,MI,ACTIVE,BUILDING,0,LEASED
KINGSFORD,MI,ACTIVE,BUILDING,2,LEASED
KALAMAZOO,MI,ACTIVE,BUILDING,0,LEASED
FLINT,MI,ACTIVE,BUILDING,2,LEASED
JACKSON,MI,ACTIVE,BUILDING,0,LEASED
MUSKEGON,MI,ACTIVE,BUILDING,0,LEASED
LANSING,MI,ACTIVE,BUILDING,0,LEASED
PELLSTON,MI,ACTIVE,BUILDING,2,LEASED
MANISTEE,MI,ACTIVE,BUILDING,0,LEASED
MARQUETTE,MI,ACTIVE,BUILDING,11,LEASED
SAULT STE MARIE,MI,ACTIVE,BUILDING,3,LEASED
SAULT STE MARIE,MI,ACTIVE,BUILDING,65,LEASED
DETROIT,MI,ACTIVE,STRUCTURE,310,LEASED
SAGINAW,MI,ACTIVE,BUILDING,0,LEASED
ROMULUS,MI,ACTIVE,BUILDING,24,LEASED
GRAND RAPIDS,MI,ACTIVE,BUILDING,75,LEASED
LANSING,MI,ACTIVE,BUILDING,0,LEASED
LUDINGTON,MI,ACTIVE,BUILDING,16,LEASED
MARQUETTE,MI,ACTIVE,BUILDING,155,LEASED
ANN ARBOR,MI,ACTIVE,BUILDING,48,LEASED
LANSING,MI,ACTIVE,BUILDING,14,LEASED
DETROIT,MI,ACTIVE,BUILDING,0,LEASED
DETROIT,MI,ACTIVE,BUILDING,0,LEASED
GRAND RAPIDS,MI,ACTIVE,BUILDING,4,LEASED
PONTIAC,MI,ACTIVE,BUILDING,89,LEASED
WATERFORD,MI,ACTIVE,BUILDING,0,LEASED
SAULT STE MARIE,MI,ACTIVE,BUILDING,10,LEASED
DETROIT,MI,ACTIVE,BUILDING,73,LEASED
TRAVERSE CITY,MI,ACTIVE,BUILDING,2,LEASED
CHESTERFIELD TWP,MI,ACTIVE,BUILDING,40,LEASED
WALLED LAKE,MI,ACTIVE,BUILDING,10,LEASED
KINCHELOE AFB,MI,ACTIVE,BUILDING,0,LEASED
TRAVERSE CITY,MI,ACTIVE,BUILDING,2,LEASED
DEARBORN,MI,ACTIVE,BUILDING,14,LEASED
TRAVERSE CITY,MI,ACTIVE,BUILDING,10,LEASED
TRAVERSE CITY,MI,ACTIVE,BUILDING,4,LEASED
FORT GRATIOT,MI,ACTIVE,BUILDING,55,LEASED
FLINT,MI,ACTIVE,BUILDING,68,LEASED
WEST BRANCH,MI,ACTIVE,BUILDING,25,LEASED
GIBRALTAR,MI,ACTIVE,BUILDING,99,LEASED
PORTAGE,MI,ACTIVE,BUILDING,5,LEASED
MARQUETTE,MI,ACTIVE,BUILDING,10,LEASED
ANN ARBOR,MI,ACTIVE,BUILDING,10,LEASED
GRAND RAPIDS,MI,ACTIVE,BUILDING,12,LEASED
PORTAGE,MI,ACTIVE,BUILDING,0,LEASED
SOUTHFIELD,MI,ACTIVE,BUILDING,5,LEASED
DETROIT,MI,ACTIVE,BUILDING,310,LEASED
DETROIT,MI,ACTIVE,BUILDING,10,LEASED
MARYSVILLE,MI,ACTIVE,BUILDING,60,LEASED
ANN ARBOR,MI,ACTIVE,BUILDING,24,LEASED
FARMINGTON HILLS,MI,ACTIVE,BUILDING,55,LEASED
GRAND RAPIDS,MI,ACTIVE,BUILDING,120,LEASED
ROMULUS,MI,ACTIVE,BUILDING,19,LEASED
GRAND RAPIDS,MI,ACTIVE,BUILDING,1,LEASED
TROY,MI,ACTIVE,BUILDING,5,LEASED
ALPENA,MI,ACTIVE,BUILDING,13,LEASED
GRAND RAPIDS,MI,ACTIVE,BUILDING,4,LEASED
LANSING,MI,ACTIVE,BUILDING,0,LEASED
MOUNT PLEASANT,MI,ACTIVE,BUILDING,106,LEASED
FLINT,MI,ACTIVE,BUILDING,55,LEASED
GAYLORD,MI,ACTIVE,BUILDING,10,LEASED
SAULT STE MARIE,MI,ACTIVE,BUILDING,29,LEASED
STERLING HEIGHTS,MI,ACTIVE,BUILDING,110,LEASED
FLINT,MI,ACTIVE,BUILDING,8,LEASED
TRAVERSE CITY,MI,ACTIVE,BUILDING,2,LEASED
SAULT STE MARIE,MI,ACTIVE,BUILDING,20,LEASED
BAY CITY,MI,ACTIVE,BUILDING,40,LEASED
ALPENA,MI,ACTIVE,BUILDING,14,LEASED
ROSEVILLE,MI,ACTIVE,BUILDING,63,LEASED
GRAND RAPIDS,MI,ACTIVE,BUILDING,21,LEASED
DETROIT,MI,ACTIVE,BUILDING,8,LEASED
TROY,MI,ACTIVE,BUILDING,0,LEASED
WYANDOTTE,MI,ACTIVE,BUILDING,67,LEASED
STERLING HEIGHTS,MI,ACTIVE,BUILDING,10,LEASED
LIVONIA,MI,ACTIVE,BUILDING,15,LEASED
ROMULUS,MI,ACTIVE,BUILDING,0,LEASED
TROY,MI,ACTIVE,BUILDING,17,LEASED
DETROIT,MI,ACTIVE,STRUCTURE,61,LEASED
DEARBORN,MI,ACTIVE,BUILDING,11,LEASED
CLAWSON,MI,ACTIVE,BUILDING,48,LEASED
FLINT,MI,ACTIVE,BUILDING,7,LEASED
MUSKEGON,MI,ACTIVE,BUILDING,52,LEASED
SAGINAW,MI,ACTIVE,BUILDING,2,LEASED
STERLING HEIGHTS,MI,ACTIVE,BUILDING,54,LEASED
TRAVERSE CITY,MI,ACTIVE,BUILDING,45,LEASED
ANN ARBOR,MI,ACTIVE,BUILDING,2,LEASED
KALAMAZOO,MI,ACTIVE,BUILDING,1,LEASED
PORT HURON,MI,ACTIVE,BUILDING,54,LEASED
EAST LANSING,MI,ACTIVE,BUILDING,8,LEASED
IRONWOOD,MI,ACTIVE,BUILDING,0,LEASED
ESCANABA,MI,ACTIVE,BUILDING,21,LEASED
LANSING,MI,ACTIVE,BUILDING,44,LEASED
MARQUETTE,MI,ACTIVE,BUILDING,0,LEASED
MARQUETTE,MI,ACTIVE,BUILDING,3,LEASED
DULUTH,MN,ACTIVE,BUILDING,56,OWNED
FERGUS FALLS,MN,ACTIVE,BUILDING,10,OWNED
MINNEAPOLIS,MN,ACTIVE,BUILDING,61,OWNED
BEMIDJI,MN,ACTIVE,BUILDING,28,OWNED
